annual_key,issuer_key,cik,period_end,revenue,net_income,operating_income,operating_cash_flow,assets,liabilities,equity,current_assets,current_liabilities,cash,latest_evidence_filed,available_metrics,net_margin,operating_margin,current_ratio,liabilities_to_assets,cash_flow_margin,filing_date_cutoff
8fb45179381f6cce0da7cc2deaa04be6,df2b488bbb181d19ed629d4b20948bba9cd596a90a32e9ca7c0d4557a0327874,732717,2018-12-31,170756000000.0000,19370000000.0000,26096000000.0000,43602000000.0000,531864000000.0000,,193884000000.0000,51427000000.0000,64420000000.0000,5204000000.0000,2022-02-16,9,0.11343671671859261,0.1528262550071447,0.7983079788885439,,0.2553468106537984,2026-09-17
a855ba441b703d32dcda8f6f29d5288a,df2b488bbb181d19ed629d4b20948bba9cd596a90a32e9ca7c0d4557a0327874,732717,2019-12-31,181193000000.0000,13903000000.0000,27955000000.0000,48668000000.0000,551669000000.0000,,201934000000.0000,54761000000.0000,68911000000.0000,9702000000.0000,2023-02-13,9,0.07673033726468462,0.15428300210273024,0.7946626808492113,,0.2685975727539143,2026-09-17
352b50ee19b4294f96bc1a07ac97326c,13764cf1f0b41bf77fa516f1071d87f82362f760238bbccaf9c7c80b42400639,900075,2024-07-31,4236823000.0000,1363020000.0000,1572023000.0000,1472564000.0000,8427764000.0000,879209000.0000,7524011000.0000,4418184000.0000,628567000.0000,,2025-09-26,9,0.3217080345343669,0.37103815760063613,7.028978613258412,0.10432292598606226,0.347563256713816,2026-09-17
d27090ab64d01296b18e37752b4110b2,13764cf1f0b41bf77fa516f1071d87f82362f760238bbccaf9c7c80b42400639,900075,2019-07-31,2041957000.0000,591693000.0000,716475000.0000,646646000.0000,2547617000.0000,769236000.0000,1778381000.0000,687167000.0000,282004000.0000,186319000.0000,2022-09-27,10,0.2897676101896367,0.35087663452266626,2.436727847831946,0.3019433454871749,0.3166795383056548,2026-09-17
4e2e5fc7410d8b7f379dce3f6b00b985,13764cf1f0b41bf77fa516f1071d87f82362f760238bbccaf9c7c80b42400639,900075,2023-07-31,3869518000.0000,1237741000.0000,1486569000.0000,1364210000.0000,6737879000.0000,750439000.0000,5987440000.0000,3262604000.0000,492769000.0000,,2025-09-26,9,0.31986955481276996,0.38417420464254204,6.620960328267403,0.11137614670729469,0.3525529536236813,2026-09-17
dd0a76905d69c3d19e2518c14983cea4,c1f185e11512eec2fce588be3c2d2dbaa1654a0e4172496c4e2986b9bf972657,1138118,2022-12-31,30174000000.0000,1407000000.0000,1512000000.0000,1629000000.0000,20513000000.0000,11907000000.0000,8606000000.0000,8529000000.0000,8242000000.0000,1318000000.0000,2026-02-12,10,0.04662954861801551,0.05010936567906144,1.0348216452317398,0.580461170964754,0.053986876118512626,2026-09-17
cbb567feb6b3e3c09cf1894a0b2cd710,c1f185e11512eec2fce588be3c2d2dbaa1654a0e4172496c4e2986b9bf972657,1138118,2015-12-31,10855810000.0000,547132000.0000,835944000.0000,,11017943000.0000,8258873000.0000,2759070000.0000,5305223000.0000,4994157000.0000,540403000.0000,2019-03-01,9,0.05039992409594494,0.0770042953957374,1.0622859874048813,0.7495839286879593,,2026-09-17
588e66cf4591e7a27b48cec4640eea49,c1f185e11512eec2fce588be3c2d2dbaa1654a0e4172496c4e2986b9bf972657,1138118,2020-12-31,23170119000.0000,751989000.0000,969759000.0000,1830779000.0000,18039143000.0000,10533483000.0000,7120000000.0000,8845631000.0000,7143983000.0000,1896188000.0000,2024-02-20,10,0.032455120321134304,0.04185386359042869,1.2381931759916003,0.5839236930490544,0.0790146567654659,2026-09-17
5419d6c37713620f95e12592b5ee4b73,c1f185e11512eec2fce588be3c2d2dbaa1654a0e4172496c4e2986b9bf972657,1138118,2025-12-31,39900000000.0000,1157000000.0000,1753000000.0000,1559000000.0000,30877000000.0000,21251000000.0000,9193000000.0000,13489000000.0000,12320000000.0000,1864000000.0000,2026-02-12,10,0.02899749373433584,0.04393483709273183,1.0948863636363637,0.6882469151795835,0.039072681704260655,2026-09-17
10a2ae271360dea9bc890562e33797a6,ce3c8427763dc3ed46672eaa14b98a84f9a71db4d3ca33f67a2e205520ee376b,1636222,2018-12-29,153181000.0000,21719000.0000,38527000.0000,38770000.0000,139749000.0000,364579000.0000,-224830000.0000,29906000.0000,26482000.0000,12493000.0000,2022-02-16,10,0.14178651399324982,0.2515129160927269,1.129295370440299,2.608812943205318,0.25309927471422694,2026-09-17
8ed119447533c479c3af232cc0cc1a7d,8dcaec7fd5d7b33a98171670ca7b7cba52361d5f92dec157f13631c7ead0b2cc,882184,2025-09-30,34250400000.0000,3585200000.0000,,3420900000.0000,35471200000.0000,10729000000.0000,24742200000.0000,,,2985400000.0000,2025-11-19,7,0.10467614976759396,,,0.3024707368231128,0.09987912549926424,2026-09-17
81cde237ee6e6a49bdbdb2c8b9d41790,8dcaec7fd5d7b33a98171670ca7b7cba52361d5f92dec157f13631c7ead0b2cc,882184,2020-09-30,20311100000.0000,2373700000.0000,,1421600000.0000,18912300000.0000,6790800000.0000,12121500000.0000,,,3018500000.0000,2023-11-17,7,0.11686713176538936,,,0.3590679081867356,0.06999128555321966,2026-09-17
0517035f64f1ec36c4fa4647ddee74d6,13764cf1f0b41bf77fa516f1071d87f82362f760238bbccaf9c7c80b42400639,900075,2018-07-31,1805695000.0000,417867000.0000,584345000.0000,535069000.0000,2307698000.0000,726599000.0000,1581099000.0000,709116000.0000,277256000.0000,274520000.0000,2021-09-27,10,0.23141615832131118,0.3236122379471616,2.5576218368583548,0.3148587900149846,0.2963230224373441,2026-09-17
30a3eb6e3829483fe04e59286ee30db2,13764cf1f0b41bf77fa516f1071d87f82362f760238bbccaf9c7c80b42400639,900075,2020-07-31,2205583000.0000,699907000.0000,816099000.0000,917885000.0000,3455261000.0000,965745000.0000,2489516000.0000,963759000.0000,356044000.0000,,2023-09-28,9,0.3173342377049515,0.37001509351495726,2.706853647302019,0.279499869908525,0.41616434294243293,2026-09-17
310cdb2b36e2cdc0a4c37511b0891b72,ce3c8427763dc3ed46672eaa14b98a84f9a71db4d3ca33f67a2e205520ee376b,1636222,2019-12-28,199676000.0000,20476000.0000,42901000.0000,38583000.0000,166113000.0000,375541000.0000,-209428000.0000,30190000.0000,32929000.0000,12849000.0000,2023-02-22,10,0.10254612472204971,0.21485306196037582,0.9168210392055635,2.26075623220338,0.1932280294076404,2026-09-17
c88398c7b8fcb415ace2726d7adfde7a,ce3c8427763dc3ed46672eaa14b98a84f9a71db4d3ca33f67a2e205520ee376b,1636222,2024-12-28,625807000.0000,108717000.0000,165616000.0000,157610000.0000,716246000.0000,1391832000.0000,-675586000.0000,395618000.0000,87443000.0000,315910000.0000,2026-02-18,10,0.1737228890057158,0.26464389180689896,4.524295826995871,1.9432317946627276,0.2518508102338261,2026-09-17
3f32d0efebd4bef89a64867b61370bd4,3d5af7f2de08ed048c0b80ed7df1151a7be1fb55242ba62e399dee3a3203e0cd,97476,2017-12-31,14961000000.0000,3682000000.0000,6083000000.0000,5363000000.0000,17642000000.0000,7305000000.0000,10337000000.0000,8734000000.0000,2258000000.0000,1656000000.0000,2020-02-20,10,0.24610654368023527,0.4065904685515674,3.8680248007085916,0.41406869969391225,0.3584653432257202,2026-09-17
21ad039fa8335951ffa0c98470cabc3e,ce3c8427763dc3ed46672eaa14b98a84f9a71db4d3ca33f67a2e205520ee376b,1636222,2025-12-27,696853000.0000,174267000.0000,179291000.0000,153065000.0000,693409000.0000,1430171000.0000,-736762000.0000,267488000.0000,81965000.0000,196572000.0000,2026-02-18,10,0.2500771324798774,0.2572866874362312,3.263441712926249,2.062521542120163,0.2196517773475898,2026-09-17
efbc8a5e7f51771297468a64786aafb2,3d5af7f2de08ed048c0b80ed7df1151a7be1fb55242ba62e399dee3a3203e0cd,97476,2018-12-31,15784000000.0000,5580000000.0000,6713000000.0000,7189000000.0000,17137000000.0000,8143000000.0000,8994000000.0000,8097000000.0000,2474000000.0000,2438000000.0000,2021-02-05,10,0.353522554485555,0.4253041054232134,3.272837510105093,0.4751706833167999,0.45546122655854027,2026-09-17
43f4de3c2c835f3a87257958d61f2d2a,3d5af7f2de08ed048c0b80ed7df1151a7be1fb55242ba62e399dee3a3203e0cd,97476,2019-12-31,14383000000.0000,5017000000.0000,5723000000.0000,6649000000.0000,18018000000.0000,9111000000.0000,8907000000.0000,8761000000.0000,2123000000.0000,2437000000.0000,2022-02-04,10,0.3488145727595078,0.39790029896405477,4.12670748940179,0.5056610056610057,0.4622818605297921,2026-09-17
c210194e5ac54260988620a42b03a7dc,78f1242f09eebb9bb19826b7dba0aac3abd5aa59dfb421c210c795611e2e864a,703351,2016-06-29,3257489000.0000,200620000.0000,317476000.0000,400160000.0000,1458450000.0000,,-225500000.0000,178442000.0000,435651000.0000,31400000.0000,2019-08-22,9,0.06158731464634263,0.09746034445549931,0.40959850889817767,,0.1228430855791071,2026-09-17
